sale_id,customer_id,product_id,sale_date,quantity,unit_price,total_amount,region
453721,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453724,4,102,2025-07-04T00:00:00,1,900,900,North America
453728,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453731,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453734,4,102,2025-07-04T00:00:00,1,900,900,North America
453737,2,103,2025-07-02T00:00:00,1,200,200,North America
453740,5,105,2025-07-05T00:00:00,2,350,700,Europe
453743,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453747,2,103,2025-07-02T00:00:00,1,200,200,North America
453750,5,105,2025-07-05T00:00:00,2,350,700,Europe
453751,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453752,2,103,2025-07-02T00:00:00,1,200,200,North America
453753,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453754,4,102,2025-07-04T00:00:00,1,900,900,North America
453755,5,105,2025-07-05T00:00:00,2,350,700,Europe
453756,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453757,2,103,2025-07-02T00:00:00,1,200,200,North America
453758,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453759,4,102,2025-07-04T00:00:00,1,900,900,North America
453760,5,105,2025-07-05T00:00:00,2,350,700,Europe
453761,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453763,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453766,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453769,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453772,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453776,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453779,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453782,4,102,2025-07-04T00:00:00,1,900,900,North America
453785,2,103,2025-07-02T00:00:00,1,200,200,North America
453788,5,105,2025-07-05T00:00:00,2,350,700,Europe
453792,4,102,2025-07-04T00:00:00,1,900,900,North America
453795,2,103,2025-07-02T00:00:00,1,200,200,North America
453798,5,105,2025-07-05T00:00:00,2,350,700,Europe
453801,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453804,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453807,4,102,2025-07-04T00:00:00,1,900,900,North America
453811,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453814,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453817,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453820,2,103,2025-07-02T00:00:00,1,200,200,North America
453823,5,105,2025-07-05T00:00:00,2,350,700,Europe
453826,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453830,2,103,2025-07-02T00:00:00,1,200,200,North America
453833,2,103,2025-07-02T00:00:00,1,200,200,North America
453836,5,105,2025-07-05T00:00:00,2,350,700,Europe
453839,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453842,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453845,4,102,2025-07-04T00:00:00,1,900,900,North America
453849,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453852,2,103,2025-07-02T00:00:00,1,200,200,North America
453855,5,105,2025-07-05T00:00:00,2,350,700,Europe
453858,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453861,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453864,4,102,2025-07-04T00:00:00,1,900,900,North America
453867,2,103,2025-07-02T00:00:00,1,200,200,North America
453871,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453874,4,102,2025-07-04T00:00:00,1,900,900,North America
453877,2,103,2025-07-02T00:00:00,1,200,200,North America
453880,5,105,2025-07-05T00:00:00,2,350,700,Europe
453883,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453887,2,103,2025-07-02T00:00:00,1,200,200,North America
453890,5,105,2025-07-05T00:00:00,2,350,700,Europe
453893,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453896,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453899,4,102,2025-07-04T00:00:00,1,900,900,North America
453902,2,103,2025-07-02T00:00:00,1,200,200,North America
453905,5,105,2025-07-05T00:00:00,2,350,700,Europe
453909,4,102,2025-07-04T00:00:00,1,900,900,North America
453912,2,103,2025-07-02T00:00:00,1,200,200,North America
453915,5,105,2025-07-05T00:00:00,2,350,700,Europe
454081,2,103,2025-07-02T00:00:00,1,200,200,North America
454082,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454083,4,102,2025-07-04T00:00:00,1,900,900,North America
454084,5,105,2025-07-05T00:00:00,2,350,700,Europe
454085,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454086,2,103,2025-07-02T00:00:00,1,200,200,North America
454087,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454088,4,102,2025-07-04T00:00:00,1,900,900,North America
454089,5,105,2025-07-05T00:00:00,2,350,700,Europe
454090,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454091,2,103,2025-07-02T00:00:00,1,200,200,North America
454093,4,102,2025-07-04T00:00:00,1,900,900,North America
454096,2,103,2025-07-02T00:00:00,1,200,200,North America
454099,5,105,2025-07-05T00:00:00,2,350,700,Europe
454102,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454106,2,103,2025-07-02T00:00:00,1,200,200,North America
454109,5,105,2025-07-05T00:00:00,2,350,700,Europe
454112,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454115,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454118,4,102,2025-07-04T00:00:00,1,900,900,North America
454121,2,103,2025-07-02T00:00:00,1,200,200,North America
454124,5,105,2025-07-05T00:00:00,2,350,700,Europe
454128,4,102,2025-07-04T00:00:00,1,900,900,North America
454131,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454134,4,102,2025-07-04T00:00:00,1,900,900,North America
454137,2,103,2025-07-02T00:00:00,1,200,200,North America
454140,5,105,2025-07-05T00:00:00,2,350,700,Europe
454143,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454147,2,103,2025-07-02T00:00:00,1,200,200,North America
454150,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454153,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454156,4,102,2025-07-04T00:00:00,1,900,900,North America
454159,2,103,2025-07-02T00:00:00,1,200,200,North America
454162,5,105,2025-07-05T00:00:00,2,350,700,Europe
454166,4,102,2025-07-04T00:00:00,1,900,900,North America
454169,2,103,2025-07-02T00:00:00,1,200,200,North America
454172,5,105,2025-07-05T00:00:00,2,350,700,Europe
454175,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454178,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454181,4,102,2025-07-04T00:00:00,1,900,900,North America
454185,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454188,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454191,4,102,2025-07-04T00:00:00,1,900,900,North America
454194,2,103,2025-07-02T00:00:00,1,200,200,North America
454197,5,105,2025-07-05T00:00:00,2,350,700,Europe
454200,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454204,2,103,2025-07-02T00:00:00,1,200,200,North America
454207,5,105,2025-07-05T00:00:00,2,350,700,Europe
454210,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454213,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454216,4,102,2025-07-04T00:00:00,1,900,900,North America
454219,2,103,2025-07-02T00:00:00,1,200,200,North America
454223,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454226,4,102,2025-07-04T00:00:00,1,900,900,North America
454229,2,103,2025-07-02T00:00:00,1,200,200,North America
454232,5,105,2025-07-05T00:00:00,2,350,700,Europe
454235,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454238,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454242,5,105,2025-07-05T00:00:00,2,350,700,Europe
454245,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454246,4,102,2025-07-04T00:00:00,1,900,900,North America
454247,5,105,2025-07-05T00:00:00,2,350,700,Europe
454248,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454249,2,103,2025-07-02T00:00:00,1,200,200,North America
454250,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454251,4,102,2025-07-04T00:00:00,1,900,900,North America
454252,5,105,2025-07-05T00:00:00,2,350,700,Europe
454253,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454254,2,103,2025-07-02T00:00:00,1,200,200,North America
454255,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454256,4,102,2025-07-04T00:00:00,1,900,900,North America
454258,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454261,4,102,2025-07-04T00:00:00,1,900,900,North America
454264,2,103,2025-07-02T00:00:00,1,200,200,North America
454267,5,105,2025-07-05T00:00:00,2,350,700,Europe
454270,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454274,2,103,2025-07-02T00:00:00,1,200,200,North America
454277,5,105,2025-07-05T00:00:00,2,350,700,Europe
454280,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454283,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454286,4,102,2025-07-04T00:00:00,1,900,900,North America
454289,2,103,2025-07-02T00:00:00,1,200,200,North America
454293,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454296,4,102,2025-07-04T00:00:00,1,900,900,North America
454299,2,103,2025-07-02T00:00:00,1,200,200,North America
454302,5,105,2025-07-05T00:00:00,2,350,700,Europe
454305,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454309,2,103,2025-07-02T00:00:00,1,200,200,North America
454312,5,105,2025-07-05T00:00:00,2,350,700,Europe
454315,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454318,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454321,4,102,2025-07-04T00:00:00,1,900,900,North America
454324,2,103,2025-07-02T00:00:00,1,200,200,North America
454327,4,102,2025-07-04T00:00:00,1,900,900,North America
454331,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454334,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454337,4,102,2025-07-04T00:00:00,1,900,900,North America
454340,2,103,2025-07-02T00:00:00,1,200,200,North America
454343,5,105,2025-07-05T00:00:00,2,350,700,Europe
454346,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454350,5,105,2025-07-05T00:00:00,2,350,700,Europe
454353,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454356,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454359,4,102,2025-07-04T00:00:00,1,900,900,North America
454362,2,103,2025-07-02T00:00:00,1,200,200,North America
454365,5,105,2025-07-05T00:00:00,2,350,700,Europe
454368,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454372,2,103,2025-07-02T00:00:00,1,200,200,North America
454375,5,105,2025-07-05T00:00:00,2,350,700,Europe
454378,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454381,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454384,4,102,2025-07-04T00:00:00,1,900,900,North America
454388,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454391,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454394,4,102,2025-07-04T00:00:00,1,900,900,North America
454397,2,103,2025-07-02T00:00:00,1,200,200,North America
454400,5,105,2025-07-05T00:00:00,2,350,700,Europe
454403,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454407,2,103,2025-07-02T00:00:00,1,200,200,North America
454410,5,105,2025-07-05T00:00:00,2,350,700,Europe
454411,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454412,2,103,2025-07-02T00:00:00,1,200,200,North America
454413,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454414,4,102,2025-07-04T00:00:00,1,900,900,North America
454415,5,105,2025-07-05T00:00:00,2,350,700,Europe
454416,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454417,2,103,2025-07-02T00:00:00,1,200,200,North America
454418,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454419,4,102,2025-07-04T00:00:00,1,900,900,North America
454420,5,105,2025-07-05T00:00:00,2,350,700,Europe
454421,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454423,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454426,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454429,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454432,4,102,2025-07-04T00:00:00,1,900,900,North America
454435,2,103,2025-07-02T00:00:00,1,200,200,North America
454439,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454442,4,102,2025-07-04T00:00:00,1,900,900,North America
454445,2,103,2025-07-02T00:00:00,1,200,200,North America
454448,5,105,2025-07-05T00:00:00,2,350,700,Europe
454451,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454454,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454458,5,105,2025-07-05T00:00:00,2,350,700,Europe
454461,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454464,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454467,4,102,2025-07-04T00:00:00,1,900,900,North America
454470,2,103,2025-07-02T00:00:00,1,200,200,North America
454473,5,105,2025-07-05T00:00:00,2,350,700,Europe
454476,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454480,2,103,2025-07-02T00:00:00,1,200,200,North America
454483,5,105,2025-07-05T00:00:00,2,350,700,Europe
454486,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454489,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454492,4,102,2025-07-04T00:00:00,1,900,900,North America
454496,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454499,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454502,4,102,2025-07-04T00:00:00,1,900,900,North America
454505,2,103,2025-07-02T00:00:00,1,200,200,North America
454508,5,105,2025-07-05T00:00:00,2,350,700,Europe
454511,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454515,2,103,2025-07-02T00:00:00,1,200,200,North America
454518,5,105,2025-07-05T00:00:00,2,350,700,Europe
454521,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454524,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454527,4,102,2025-07-04T00:00:00,1,900,900,North America
454530,2,103,2025-07-02T00:00:00,1,200,200,North America
454533,5,105,2025-07-05T00:00:00,2,350,700,Europe
454537,4,102,2025-07-04T00:00:00,1,900,900,North America
454540,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454543,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454546,4,102,2025-07-04T00:00:00,1,900,900,North America
454550,2,103,2025-07-02T00:00:00,1,200,200,North America
454553,5,105,2025-07-05T00:00:00,2,350,700,Europe
454556,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454559,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454562,4,102,2025-07-04T00:00:00,1,900,900,North America
454565,2,103,2025-07-02T00:00:00,1,200,200,North America
454569,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454572,4,102,2025-07-04T00:00:00,1,900,900,North America
454575,2,103,2025-07-02T00:00:00,1,200,200,North America
454576,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454577,4,102,2025-07-04T00:00:00,1,900,900,North America
454578,5,105,2025-07-05T00:00:00,2,350,700,Europe
454579,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454580,2,103,2025-07-02T00:00:00,1,200,200,North America
454581,4,102,2025-07-04T00:00:00,1,900,900,North America
454582,5,105,2025-07-05T00:00:00,2,350,700,Europe
454583,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454584,2,103,2025-07-02T00:00:00,1,200,200,North America
454585,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454586,4,102,2025-07-04T00:00:00,1,900,900,North America
454588,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454591,4,102,2025-07-04T00:00:00,1,900,900,North America
454594,2,103,2025-07-02T00:00:00,1,200,200,North America
454597,5,105,2025-07-05T00:00:00,2,350,700,Europe
454600,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454604,2,103,2025-07-02T00:00:00,1,200,200,North America
454607,5,105,2025-07-05T00:00:00,2,350,700,Europe
454610,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454613,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454616,4,102,2025-07-04T00:00:00,1,900,900,North America
454619,2,103,2025-07-02T00:00:00,1,200,200,North America
454623,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454626,4,102,2025-07-04T00:00:00,1,900,900,North America
454629,2,103,2025-07-02T00:00:00,1,200,200,North America
454632,5,105,2025-07-05T00:00:00,2,350,700,Europe
454635,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454639,2,103,2025-07-02T00:00:00,1,200,200,North America
454642,5,105,2025-07-05T00:00:00,2,350,700,Europe
454645,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454648,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454651,4,102,2025-07-04T00:00:00,1,900,900,North America
454654,2,103,2025-07-02T00:00:00,1,200,200,North America
454657,5,105,2025-07-05T00:00:00,2,350,700,Europe
454660,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454664,2,103,2025-07-02T00:00:00,1,200,200,North America
454667,5,105,2025-07-05T00:00:00,2,350,700,Europe
454670,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454673,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454676,4,102,2025-07-04T00:00:00,1,900,900,North America
454680,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454683,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454686,4,102,2025-07-04T00:00:00,1,900,900,North America
454689,2,103,2025-07-02T00:00:00,1,200,200,North America
454692,5,105,2025-07-05T00:00:00,2,350,700,Europe
454695,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454699,2,103,2025-07-02T00:00:00,1,200,200,North America
454702,5,105,2025-07-05T00:00:00,2,350,700,Europe
454705,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454708,5,105,2025-07-05T00:00:00,2,350,700,Europe
454711,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454714,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454717,4,102,2025-07-04T00:00:00,1,900,900,North America
454721,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454724,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454727,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454730,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454733,4,102,2025-07-04T00:00:00,1,900,900,North America
454737,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454740,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454741,2,103,2025-07-02T00:00:00,1,200,200,North America
454742,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454743,4,102,2025-07-04T00:00:00,1,900,900,North America
454744,5,105,2025-07-05T00:00:00,2,350,700,Europe
454745,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454746,2,103,2025-07-02T00:00:00,1,200,200,North America
454747,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454748,4,102,2025-07-04T00:00:00,1,900,900,North America
454749,5,105,2025-07-05T00:00:00,2,350,700,Europe
454750,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454751,2,103,2025-07-02T00:00:00,1,200,200,North America
454753,4,102,2025-07-04T00:00:00,1,900,900,North America
454756,2,103,2025-07-02T00:00:00,1,200,200,North America
454759,5,105,2025-07-05T00:00:00,2,350,700,Europe
454762,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454766,2,103,2025-07-02T00:00:00,1,200,200,North America
454769,5,105,2025-07-05T00:00:00,2,350,700,Europe
454772,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454775,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454778,4,102,2025-07-04T00:00:00,1,900,900,North America
454781,2,103,2025-07-02T00:00:00,1,200,200,North America
454784,5,105,2025-07-05T00:00:00,2,350,700,Europe
454788,4,102,2025-07-04T00:00:00,1,900,900,North America
454791,2,103,2025-07-02T00:00:00,1,200,200,North America
454794,4,102,2025-07-04T00:00:00,1,900,900,North America
454797,5,105,2025-07-05T00:00:00,2,350,700,Europe
454800,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454804,2,103,2025-07-02T00:00:00,1,200,200,North America
454807,5,105,2025-07-05T00:00:00,2,350,700,Europe
454810,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454813,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454816,4,102,2025-07-04T00:00:00,1,900,900,North America
454819,2,103,2025-07-02T00:00:00,1,200,200,North America
454822,5,105,2025-07-05T00:00:00,2,350,700,Europe
454825,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454829,2,103,2025-07-02T00:00:00,1,200,200,North America
454832,5,105,2025-07-05T00:00:00,2,350,700,Europe
454835,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454838,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454841,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454845,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454848,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454851,4,102,2025-07-04T00:00:00,1,900,900,North America
454854,2,103,2025-07-02T00:00:00,1,200,200,North America
454857,2,103,2025-07-02T00:00:00,1,200,200,North America
454860,5,105,2025-07-05T00:00:00,2,350,700,Europe
454863,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454867,2,103,2025-07-02T00:00:00,1,200,200,North America
454870,5,105,2025-07-05T00:00:00,2,350,700,Europe
454873,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454876,2,103,2025-07-02T00:00:00,1,200,200,North America
454879,5,105,2025-07-05T00:00:00,2,350,700,Europe
454882,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454885,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454888,4,102,2025-07-04T00:00:00,1,900,900,North America
454892,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454895,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454898,4,102,2025-07-04T00:00:00,1,900,900,North America
454901,2,103,2025-07-02T00:00:00,1,200,200,North America
454904,5,105,2025-07-05T00:00:00,2,350,700,Europe
453916,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453917,2,103,2025-07-02T00:00:00,1,200,200,North America
453918,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453919,4,102,2025-07-04T00:00:00,1,900,900,North America
453920,5,105,2025-07-05T00:00:00,2,350,700,Europe
453921,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453922,2,103,2025-07-02T00:00:00,1,200,200,North America
453923,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453924,4,102,2025-07-04T00:00:00,1,900,900,North America
453925,5,105,2025-07-05T00:00:00,2,350,700,Europe
453926,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453928,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453931,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453934,4,102,2025-07-04T00:00:00,1,900,900,North America
453937,2,103,2025-07-02T00:00:00,1,200,200,North America
453940,5,105,2025-07-05T00:00:00,2,350,700,Europe
453943,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453947,2,103,2025-07-02T00:00:00,1,200,200,North America
453950,5,105,2025-07-05T00:00:00,2,350,700,Europe
453953,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453956,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453959,4,102,2025-07-04T00:00:00,1,900,900,North America
453962,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453966,2,103,2025-07-02T00:00:00,1,200,200,North America
453969,5,105,2025-07-05T00:00:00,2,350,700,Europe
453972,2,103,2025-07-02T00:00:00,1,200,200,North America
453975,5,105,2025-07-05T00:00:00,2,350,700,Europe
453978,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453981,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453985,5,105,2025-07-05T00:00:00,2,350,700,Europe
453988,3,104,2025-07-03T00:00:00,3,50,150,Latin America
453991,1,101,2025-07-01T00:00:00,2,1200,2400,North America
453994,4,102,2025-07-04T00:00:00,1,900,900,North America
453997,2,103,2025-07-02T00:00:00,1,200,200,North America
454000,5,105,2025-07-05T00:00:00,2,350,700,Europe
454003,4,102,2025-07-04T00:00:00,1,900,900,North America
454007,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454010,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454013,4,102,2025-07-04T00:00:00,1,900,900,North America
454016,2,103,2025-07-02T00:00:00,1,200,200,North America
454019,5,105,2025-07-05T00:00:00,2,350,700,Europe
454022,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454026,2,103,2025-07-02T00:00:00,1,200,200,North America
454029,5,105,2025-07-05T00:00:00,2,350,700,Europe
454032,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454035,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454038,4,102,2025-07-04T00:00:00,1,900,900,North America
454042,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454045,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454048,4,102,2025-07-04T00:00:00,1,900,900,North America
454051,2,103,2025-07-02T00:00:00,1,200,200,North America
454054,5,105,2025-07-05T00:00:00,2,350,700,Europe
454057,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454061,2,103,2025-07-02T00:00:00,1,200,200,North America
454064,5,105,2025-07-05T00:00:00,2,350,700,Europe
454067,3,104,2025-07-03T00:00:00,3,50,150,Latin America
454070,1,101,2025-07-01T00:00:00,2,1200,2400,North America
454073,4,102,2025-07-04T00:00:00,1,900,900,North America
454076,2,103,2025-07-02T00:00:00,1,200,200,North America
454079,5,105,2025-07-05T00:00:00,2,350,700,Europe
452430,4,102,2025-07-04T00:00:00,1,900,900,North America
452431,5,105,2025-07-05T00:00:00,2,350,700,Europe
452432,1,101,2025-07-01T00:00:00,2,1200,2400,North America
452433,2,103,2025-07-02T00:00:00,1,200,200,North America
452434,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452435,4,102,2025-07-04T00:00:00,1,900,900,North America
452436,5,105,2025-07-05T00:00:00,2,350,700,Europe
452437,1,101,2025-07-01T00:00:00,2,1200,2400,North America
452438,2,103,2025-07-02T00:00:00,1,200,200,North America
452439,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452440,4,102,2025-07-04T00:00:00,1,900,900,North America
452442,1,101,2025-07-01T00:00:00,2,1200,2400,North America
452445,4,102,2025-07-04T00:00:00,1,900,900,North America
452448,2,103,2025-07-02T00:00:00,1,200,200,North America
452451,5,105,2025-07-05T00:00:00,2,350,700,Europe
452454,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452458,2,103,2025-07-02T00:00:00,1,200,200,North America
452461,5,105,2025-07-05T00:00:00,2,350,700,Europe
452464,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452467,1,101,2025-07-01T00:00:00,2,1200,2400,North America
452470,4,102,2025-07-04T00:00:00,1,900,900,North America
452473,2,103,2025-07-02T00:00:00,1,200,200,North America
452476,5,105,2025-07-05T00:00:00,2,350,700,Europe
452479,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452483,2,103,2025-07-02T00:00:00,1,200,200,North America
452486,5,105,2025-07-05T00:00:00,2,350,700,Europe
452489,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452492,4,102,2025-07-04T00:00:00,1,900,900,North America
452495,5,105,2025-07-05T00:00:00,2,350,700,Europe
452498,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452502,2,103,2025-07-02T00:00:00,1,200,200,North America
452505,5,105,2025-07-05T00:00:00,2,350,700,Europe
452508,3,104,2025-07-03T00:00:00,3,50,150,Latin America
452511,1,101,2025-07-01T00:00:00,2,1200,2400,North America
452514,4,102,2025-07-04T00:00:00,1,900,900,North America
